EstadoCivil,Curso,QualificacaoAnterior,QualificacaoAnteriorGrau,Nacionalidade,NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Genero,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,Target,target_class,target,target_excl_enrolled
Solteiro,Gestão,Ensino Secundário,156.0,Português,151.1,0,1,1,Masculino,0,0,0,5,7,5,13.6,0,0,5,11,5,12.833333333333304,5,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,133.1,Português,125.8,0,0,0,Masculino,1,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Casado,Gestão de Publicidade e Marketing,Ensino Secundário,100.0,Português,128.2,0,0,1,Masculino,0,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,140.0,Português,135.1,0,0,1,Masculino,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,120.2,0,0,1,Masculino,0,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Casado,Gestão (presencial noturno),Ensino Secundário,133.1,Português,132.8,0,1,0,Masculino,0,0,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,0,6,7,6,13.571428571428504,0,0,6,6,6,12.666666666666602,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,129.3,0,0,1,Feminino,0,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,120.0,Português,108.2,0,0,1,Masculino,0,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,125.0,Português,125.4,0,0,1,Masculino,0,0,0,5,6,3,13.333333333333304,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,130.0,Português,140.2,0,0,1,Masculino,1,0,0,6,6,6,12.0,0,0,6,7,6,11.666666666666602,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,115.0,Português,116.1,0,0,1,Masculino,0,0,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,150.0,Português,137.8,0,0,1,Masculino,1,0,0,5,6,5,13.2,0,0,5,6,5,12.666666666666602,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,134.0,Português,128.4,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,120.0,Português,106.0,0,0,0,Masculino,0,0,0,5,7,3,11.666666666666602,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,141.0,Português,130.2,0,0,1,Masculino,0,0,10,15,16,15,13.466666666666601,1,10,14,14,14,13.642857142857096,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Equincultura,Ensino Secundário,133.0,Português,126.0,0,0,1,Masculino,0,0,0,5,7,3,13.6666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Engenharia Informática,Ensino Secundário,149.0,Português,141.0,0,0,1,Masculino,0,0,0,5,9,2,11.666666666666602,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,121.0,Português,113.0,0,0,1,Masculino,1,0,0,6,7,6,11.666666666666602,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Agronomia,Curso de Especialização Tecnológica,120.0,Português,120.0,0,0,1,Masculino,0,0,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Casado,Gestão (presencial noturno),Ensino Secundário,148.0,Português,130.9,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Agronomia,Outro - 11º Ano de Escolaridade,133.1,Português,120.0,0,0,1,Masculino,0,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Casado,Gestão (presencial noturno),Ensino Secundário,135.0,Português,134.1,0,0,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,150.0,Português,120.0,0,0,1,Masculino,0,0,0,5,6,3,10.666666666666602,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Matriculado,Matriculado,0,
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,130.0,Português,114.8,0,0,1,Masculino,0,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Divorciado,Gestão,Ensino Secundário,133.1,Português,123.0,0,0,1,Masculino,0,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Casado,Engenharia Informática,Ensino Básico (3º Ciclo),133.1,Português,118.0,0,0,0,Masculino,0,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Casado,Ensino Básico,Ensino Secundário,110.0,Português,100.0,0,0,1,Masculino,0,0,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Casado,Gestão (presencial noturno),Ensino Secundário,170.0,Português,151.1,0,0,1,Masculino,0,0,0,5,9,5,12.285714285714198,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Engenharia Informática,Ensino Secundário,120.0,Português,116.9,0,1,0,Masculino,0,0,0,5,10,3,12.0,0,0,5,8,3,10.333333333333304,0,8.9,1.4,3.51,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Básico (3º Ciclo),133.1,Português,106.0,0,0,1,Masculino,0,0,0,7,7,6,12.666666666666602,1,0,7,7,6,12.666666666666602,1,7.6,2.6,0.32,Graduado,Graduado,0,0
Casado,Enfermagem Veterinária,Ensino Secundário,139.0,Português,127.1,0,0,1,Masculino,1,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Gestão (presencial noturno),Ensino Básico (3º Ciclo),133.1,Português,155.5,0,1,0,Masculino,0,0,0,5,6,5,10.6,0,0,5,7,5,14.6666666666666,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Agronomia,Ensino Secundário,133.1,Português,101.0,0,0,1,Masculino,0,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Engenharia Informática,Frequência do Ensino Superior,120.0,Português,128.2,0,0,1,Masculino,0,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Casado,Gestão (presencial noturno),Ensino Secundário,100.0,Português,113.0,0,0,1,Masculino,1,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,134.0,Português,122.8,0,0,1,Masculino,0,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Casado,Gestão (presencial noturno),Ensino Secundário,130.0,Português,145.6,0,0,1,Masculino,0,0,0,5,10,4,11.75,0,0,5,10,4,10.833333333333304,0,13.9,-0.3,0.79,Matriculado,Matriculado,0,
Solteiro,Gestão,Ensino Secundário,128.0,Português,116.5,0,0,1,Masculino,0,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,154.0,Português,142.0,0,0,1,Masculino,0,0,0,8,8,7,13.7142857142857,0,0,8,8,7,13.7142857142857,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Agronomia,Ensino Superior - Mestrado,150.0,Português,150.0,0,0,1,Masculino,0,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,134.0,Português,133.3,0,0,1,Masculino,0,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Serviço Social,Ensino Secundário,127.0,Português,115.8,0,0,1,Masculino,0,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,133.1,Português,100.0,0,1,0,Masculino,0,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,128.6,0,0,1,Feminino,0,0,0,7,7,7,14.7285714285714,0,0,8,11,8,16.3272727272727,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Equincultura,Ensino Secundário,135.0,Português,137.1,0,0,1,Feminino,0,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,143.0,Português,149.0,0,0,1,Feminino,0,0,0,6,8,6,11.428571428571399,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Serviço Social,Curso de Especialização Tecnológica,150.0,Português,147.0,0,0,1,Feminino,0,0,3,6,6,6,14.1666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Casado,Serviço Social,Ensino Superior - Licenciatura,150.0,Português,150.0,0,0,1,Feminino,0,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,130.0,Português,103.5,0,0,1,Feminino,1,0,0,6,6,6,14.1666666666666,0,0,6,6,6,14.333333333333304,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,113.0,Português,107.8,0,0,1,Feminino,1,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Enfermagem Veterinária,Curso de Especialização Tecnológica,130.0,Espanhol,130.0,0,0,1,Feminino,0,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Turismo,Ensino Secundário,115.0,Português,109.4,0,0,1,Feminino,0,0,0,6,8,6,12.666666666666602,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,146.0,Português,143.6,0,0,1,Feminino,0,0,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,132.0,Português,124.3,1,0,1,Feminino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,116.0,Português,119.5,0,0,0,Feminino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Desistente,Desistente,1,1
Solteiro,Design de Animação e Multimédia,Ensino Secundário,163.0,Português,175.6,0,0,1,Feminino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,122.0,Português,116.1,0,0,1,Feminino,1,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,136.0,Português,126.6,0,0,1,Feminino,0,0,0,6,6,6,16.5,0,0,6,7,6,17.428571428571402,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,142.0,Português,130.8,0,0,1,Feminino,0,0,0,5,9,3,13.6666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,139.0,Português,133.5,0,0,1,Feminino,1,0,0,8,8,7,15.2285714285714,0,0,8,8,7,15.2285714285714,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Serviço Social,Curso Técnico Superior Profissional,140.0,Português,136.9,0,0,1,Feminino,0,0,5,9,10,9,12.7777777777777,0,4,9,9,9,13.2222222222222,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,165.0,Português,142.3,0,0,1,Feminino,1,0,0,8,8,7,14.428571428571399,0,0,8,8,7,14.428571428571399,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,122.0,Português,114.3,0,0,1,Feminino,0,0,0,6,8,6,13.875,0,0,6,7,6,13.7142857142857,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,135.0,Português,122.9,0,0,1,Feminino,0,0,0,7,10,7,13.128,0,0,8,13,6,13.193333333333303,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,128.0,Português,117.2,0,0,1,Feminino,0,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,139.0,Português,152.0,0,0,1,Feminino,1,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,125.0,Português,122.2,0,0,1,Feminino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,102.0,Português,101.7,0,0,1,Feminino,1,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Turismo,Ensino Secundário,116.0,Português,119.9,0,0,1,Feminino,0,0,0,6,6,6,12.333333333333304,0,0,6,6,6,12.333333333333304,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,138.0,Português,123.7,0,1,1,Feminino,1,0,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,135.0,Português,121.8,0,0,1,Feminino,1,0,5,11,11,11,13.181818181818102,0,5,11,11,11,12.909090909090901,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,110.0,Português,106.1,1,1,0,Feminino,1,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,132.0,Português,124.3,0,1,1,Feminino,1,0,0,6,6,6,11.833333333333304,0,0,6,7,6,12.285714285714198,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,126.0,Português,124.3,0,0,1,Feminino,1,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Gestão,Curso de Especialização Tecnológica,117.4,Português,117.4,0,0,1,Feminino,0,0,4,7,10,6,11.333333333333304,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,120.0,Português,112.7,0,0,1,Feminino,0,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,116.0,Português,123.7,0,0,1,Feminino,0,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,111.0,Português,105.8,0,0,1,Feminino,0,0,0,7,7,7,13.142857142857096,0,0,7,8,7,12.857142857142804,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,128.0,Português,124.2,0,0,0,Feminino,0,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,123.0,Português,122.3,0,0,1,Feminino,0,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Turismo,Ensino Secundário,131.0,Português,123.7,0,0,1,Feminino,1,0,0,6,8,5,11.666666666666602,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,135.0,Português,129.8,0,0,1,Feminino,0,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,136.0,Português,123.8,0,0,1,Feminino,1,0,0,8,8,7,13.314285714285699,0,0,8,8,7,13.314285714285699,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,132.0,Português,126.4,0,0,1,Feminino,1,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,120.0,Português,115.1,0,0,1,Feminino,1,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,144.0,Português,138.4,0,0,1,Feminino,0,0,0,6,7,6,13.428571428571399,0,0,6,7,6,14.142857142857096,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,129.0,Português,118.2,0,0,1,Feminino,1,0,0,5,7,4,13.25,0,0,5,8,5,15.571428571428504,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,136.0,Português,121.7,0,0,1,Feminino,0,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,125.0,Português,118.0,0,0,1,Feminino,1,0,0,6,6,6,14.333333333333304,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Matriculado,Matriculado,0,
Solteiro,Serviço Social,Ensino Secundário,125.0,Português,119.8,0,0,1,Feminino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Serviço Social,Ensino Secundário,154.0,Português,164.9,0,0,1,Feminino,0,0,0,6,6,6,14.0,0,0,6,6,6,13.1666666666666,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,100.0,Português,100.0,0,0,1,Feminino,1,0,1,2,2,2,12.0,0,1,6,11,6,12.833333333333304,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,124.0,Português,121.6,0,0,1,Feminino,0,0,0,6,9,5,12.333333333333304,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Matriculado,Matriculado,0,
Solteiro,Design de Comunicação,Ensino Secundário,126.0,Português,120.4,0,0,1,Feminino,0,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,124.0,Português,117.8,0,0,1,Feminino,1,0,0,8,8,7,12.791428571428503,1,0,8,8,7,12.791428571428503,1,10.8,1.4,1.74,Graduado,Graduado,0,0
Divorciado,Gestão de Publicidade e Marketing,Ensino Secundário,150.0,Português,110.0,0,0,1,Feminino,0,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,133.0,Português,128.8,0,0,1,Feminino,1,0,0,7,11,6,11.994444444444401,0,0,8,11,7,12.431428571428503,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Turismo,Ensino Secundário,126.0,Português,116.6,0,0,1,Feminino,0,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Gestão (presencial noturno),Ensino Superior - Licenciatura (1º Ciclo),120.0,Português,120.0,0,0,1,Feminino,0,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,175.0,Português,157.5,0,0,1,Feminino,0,0,0,6,8,6,13.1666666666666,0,0,6,7,6,13.1666666666666,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,141.0,Português,136.3,0,0,1,Feminino,0,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,133.0,Português,121.5,0,0,1,Feminino,1,0,0,7,8,6,12.3966666666666,0,0,8,9,7,12.942857142857097,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,143.0,Português,133.9,0,0,1,Feminino,0,0,0,7,7,7,15.014285714285702,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Design de Animação e Multimédia,Ensino Secundário,141.0,Português,136.8,0,0,1,Feminino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,134.0,Português,133.5,0,0,1,Feminino,0,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,138.0,Português,130.0,0,0,1,Feminino,0,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Feminino,0,0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,142.0,Português,132.7,0,0,1,Feminino,1,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,118.0,Português,117.8,0,0,1,Feminino,1,0,0,7,7,7,13.7,0,0,8,9,7,14.671428571428503,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,131.0,Português,126.1,0,0,1,Feminino,1,0,0,7,7,7,12.495714285714197,0,0,8,9,7,12.242857142857096,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,120.0,0,0,1,Feminino,0,0,0,7,7,6,14.5666666666666,0,0,7,7,6,14.5666666666666,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Outro - 11º Ano de Escolaridade,133.1,Português,100.0,0,1,0,Feminino,0,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,130.0,Português,116.8,0,0,1,Feminino,0,0,0,8,8,7,12.685714285714198,0,0,8,8,7,12.685714285714198,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Serviço Social,Curso Técnico Superior Profissional,130.0,Português,128.3,0,1,0,Feminino,0,0,5,9,12,7,13.571428571428504,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,133.1,Português,117.0,0,0,1,Feminino,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,130.0,Português,131.5,0,0,1,Feminino,0,0,0,6,8,5,11.0,0,0,6,7,6,11.166666666666602,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,149.0,Português,134.8,0,0,1,Feminino,0,0,0,8,8,8,14.444999999999999,0,0,8,8,8,14.444999999999999,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,163.0,Português,146.6,0,1,1,Feminino,0,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Serviço Social (prestação nocturna),Ensino Superior - Licenciatura (1º Ciclo),130.0,Português,130.0,0,1,0,Feminino,0,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,145.0,Português,127.5,0,0,1,Feminino,1,0,0,7,7,6,13.4166666666666,0,0,7,7,6,13.4166666666666,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,130.0,Português,123.0,0,0,1,Feminino,0,0,0,5,8,5,12.333333333333304,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,128.0,Português,100.0,0,0,1,Feminino,0,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,111.0,Português,114.2,0,0,1,Feminino,0,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,140.0,Português,123.5,0,0,1,Feminino,1,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
